"abstract_ts";"access_ss";"Affiliations";"Timestamp";"Author";"citation_count_i";"ID";"dtu_library_collection_facet";"collection_facet";"Publication Year";"Conference";"DOI";"Editor";"embargo_ssf";"format";"fulltext_availability_facet";"has_openaccess_fulltext_b";"holdings_ssf";"ISBN";"Journal Issue";"journal_issue_tsort";"journal_oa_model_ss";"Journal Page";"journal_page_start_tsort";"Journal Title";"journal_title_facet";"toc_key_s";"Journal Volume";"journal_vol_tsort";"keywords_ts";"keywords_facet";"keywords_normalized";"isolanguage_facet";"member_id_ss";"ORCID";"primary_member_id_s";"Publisher";"Source";"source_all_ss";"Title"
"";"dtu|dtupub|third_party";"";"2022-01-03T13:05:32.123Z";"Knudsen, Lasse Lind";"";"2393818822";"";"dtu";"2017";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"und";"5a21471d5010df4b4a6e5c6a";"";"5a21471d5010df4b4a6e5c6a";"DTU Department of Civil Engineering";"sorbit";"sorbit";"Investigation of contamination level in a clean room with weakened aerodynamic barrier and comparison of different methods of assesment with tracergas and particles|Undersøgelse af forureningskoncentration i et renrum med svækket aerodynamisk barriere og vurdering af forskellige forsøgsmetoder med tracergas og partikler"
"";"dtu|dtupub|third_party";"";"2022-01-06T23:56:22.847Z";"Gensby, Emil|Christiansen, Anders Harbøll";"";"2372004205";"";"dtu";"2017";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"";"";"";"";"";"Digitale medietek.|Master of Science in Digital Media Engineering|Master of Science in Engineering|Master of Science in Mathematical Modelling and Computation|Mat. modellering|kandidat";"Digitale medietek.|Master of Science in Digital Media Engineering|Master of Science in Engineering|Master of Science in Mathematical Modelling and Computation|Mat. modellering|kandidat";"Digitale medietek.|Master of Science in Digital Media Engineering|Master of Science in Engineering|Master of Science in Mathematical Modelling and Computation|Mat. modellering|kandidat";"und";"595a24715010df45a12b35c3";"";"595a24715010df45a12b35c3";"DTU Department of Applied Mathematics and Computer Science";"sorbit";"sorbit";"Multi-parametrised Matchmaking - An Investigation of Game Quality|Multi-parameteriseret matchmaking - En undersøgelse af spilkvalitet"
"";"dtu|dtupub|third_party";"";"2022-01-06T23:53:23.469Z";"Iversen, Nicklas Høgh|Christiansen, Andreas Riis";"";"2372903038";"";"dtu";"2017";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub_external";"";"";"";"";"";"";"";"";"";"";"";"";"";"Konst. og mekanik|Master of Science in Engineering|Master of Science in Engineering Design and Applied Mechanics|kandidat";"Konst. og mekanik|Master of Science in Engineering|Master of Science in Engineering Design and Applied Mechanics|kandidat";"Konst. og mekanik|Master of Science in Engineering|Master of Science in Engineering Design and Applied Mechanics|kandidat";"und";"598c3cde5010df755c717f3f";"";"598c3cde5010df755c717f3f";"DTU Department of Civil and Mechanical Engineering";"sorbit";"sorbit";"Process Integration and Optimisation of Heat Recovery Loops|Procesintegration og optimering af varmegenvindingsnet"
"";"dtu|dtupub|third_party";"";"2022-01-06T23:53:34.091Z";"Schwetz, Benjamin";"";"2372689997";"";"dtu";"2017";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"";"";"";"";"";"Bioteknologi|Master of Science in Biotechnology|Master of Science in Engineering|kandidat";"Bioteknologi|Master of Science in Biotechnology|Master of Science in Engineering|kandidat";"Bioteknologi|Master of Science in Biotechnology|Master of Science in Engineering|kandidat";"und";"59805f625010df6dc860f9e1";"";"59805f625010df6dc860f9e1";"DTU DTU National Food Institute";"sorbit";"sorbit";"Redox balance of Lactococcus lactis during milk fermentation|Lactococcus lactis' opretholdelse af redox balance under fermentering I mælk"
"";"dtu|dtupub|third_party";"";"2022-01-03T13:12:19.211Z";"Olsen, Kresten Jon Kromphardt";"";"2292734171";"";"dtu";"2016";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"";"";"";"";"";"Bioteknologi|Master of Science in Biotechnology|Master of Science in Engineering|kandidat";"Bioteknologi|Master of Science in Biotechnology|Master of Science in Engineering|kandidat";"Bioteknologi|Master of Science in Biotechnology|Master of Science in Engineering|kandidat";"und";"56d754a9bf1945510200009c";"";"56d754a9bf1945510200009c";"DTU Department of Biotechnology and Biomedicine";"sorbit";"sorbit";"Genetic analysis of the production of secondary metabolites in Stachybotrys from water-damaged buildings|Genetisk analyse af metabolitproduktionen i Stachybotrys fra vandskadede bygninger"
"";"dtu|dtupub|third_party";"";"2022-01-06T23:53:47.562Z";"Sanz, Aitor Arrospide";"";"2306667979";"";"dtu";"2016";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"";"";"";"";"";"Byggetek.|Master of Science in Civil Engineering|Master of Science in Engineering|kandidat";"Byggetek.|Master of Science in Civil Engineering|Master of Science in Engineering|kandidat";"Byggetek.|Master of Science in Civil Engineering|Master of Science in Engineering|kandidat";"und";"578f59c66bbf232e700002b7";"";"578f59c66bbf232e700002b7";"DTU Department of Civil Engineering";"sorbit";"sorbit";"Seismic Analysis of Wind Turbines|Seismic Analysis of Wind Turbines"
"";"dtu|dtupub|third_party";"";"2022-01-06T23:53:43.253Z";"Marlow, Alexander Berg Tuxen";"";"2355401408";"";"dtu";"2017";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"";"";"";"";"";"Design og inn.|Master of Science in Design and Innovation|Master of Science in Engineering|kandidat";"Design og inn.|Master of Science in Design and Innovation|Master of Science in Engineering|kandidat";"Design og inn.|Master of Science in Design and Innovation|Master of Science in Engineering|kandidat";"und";"58cf861b5010df47632b950f";"";"58cf861b5010df47632b950f";"DTU Department of Civil and Mechanical Engineering";"sorbit";"sorbit";"Eco-Innovation and Technology Transfer of Pico-PV Systems: East-Africa as a Case Region|Eco-innovation og teknologioverførsel af Pico-PV systemer: Østafrica som case-region"
"";"dtu|dtupub|third_party";"";"2022-01-06T23:56:23.985Z";"Rasmussen, Pelle Andreas";"";"2372438189";"";"dtu";"2017";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"";"";"";"";"";"Konst. og mekanik|Master of Science in Engineering|Master of Science in Engineering Design and Applied Mechanics|kandidat";"Konst. og mekanik|Master of Science in Engineering|Master of Science in Engineering Design and Applied Mechanics|kandidat";"Konst. og mekanik|Master of Science in Engineering|Master of Science in Engineering Design and Applied Mechanics|kandidat";"und";"5975d3925010df6dc860f5f8";"";"5975d3925010df6dc860f5f8";"DTU Department of Civil and Mechanical Engineering";"sorbit";"sorbit";"Dynamic Coupling Between Flexible Rotor & Flexible Foundation - Theoretical & Experimental Modal Analysis|Dynamisk kobling mellem fleksibel rotor og fleksibel fundation - teoretisk og eksperimentel modalanalyse"
"";"dtu|dtupub|third_party";"";"2022-01-03T13:05:11.937Z";"Bondesen, Mia Lund";"";"2409669634";"";"dtu";"2017";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub_external";"";"";"";"";"";"";"";"";"";"";"";"";"";"Bioteknologi|Master of Science in Biotechnology|Master of Science in Engineering|kandidat";"Bioteknologi|Master of Science in Biotechnology|Master of Science in Engineering|kandidat";"Bioteknologi|Master of Science in Biotechnology|Master of Science in Engineering|kandidat";"und";"598aeb765010df755c717f04";"";"598aeb765010df755c717f04";"DTU Department of Biotechnology and Biomedicine";"sorbit";"sorbit";"Reducing the polysaccharide excretion by Streptococcus thermophilus in industrial production media|Reducering af polysaccharid udskillelse fra Streptococcus thermophilus i industrilet produktionsmedie"
"";"dtu|dtupub|third_party";"";"2022-01-06T23:53:30.521Z";"Vasilikos, Panagiotis";"";"2345898668";"";"dtu";"2016";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"";"";"";"";"";"Informationstek.|Master of Science in Computer Science and Engineering|Master of Science in Engineering|kandidat";"Informationstek.|Master of Science in Computer Science and Engineering|Master of Science in Engineering|kandidat";"Informationstek.|Master of Science in Computer Science and Engineering|Master of Science in Engineering|kandidat";"und";"57e8ffbebf85a9107600004a";"";"57e8ffbebf85a9107600004a";"DTU Department of Applied Mathematics and Computer Science";"sorbit";"sorbit";"Static analysis for content dependent information flow control|Statisk analyse for kontext afhængig informations flow kontrol"
"";"dtu|dtupub|third_party";"";"2022-01-06T23:53:43.301Z";"Blanco, Carmen Dolores Torrente";"";"2355401491";"";"dtu";"2017";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"";"";"";"";"";"Bæredygtig energi|Master of Science in Engineering|Master of Science in Sustainable Energy|kandidat";"Bæredygtig energi|Master of Science in Engineering|Master of Science in Sustainable Energy|kandidat";"Bæredygtig energi|Master of Science in Engineering|Master of Science in Sustainable Energy|kandidat";"und";"58cf86e15010df47632b95b5";"";"58cf86e15010df47632b95b5";"DTU Department of Wind and Energy Systems";"sorbit";"sorbit";"A swept blade design study for a 100kw wind turbine|Design af en 100kW vindmølle vinge med sweep"
"";"dtu|dtupub|third_party";"";"2022-01-06T23:53:54.749Z";"Olsen, Anders Vinther";"";"2342523604";"";"dtu";"2016";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub_external";"";"";"";"";"";"";"";"";"";"";"";"";"";"Master of Science in Engineering|Master of Science in Medicine and Technology|Medicin og tek.|kandidat";"Master of Science in Engineering|Master of Science in Medicine and Technology|Medicin og tek.|kandidat";"Master of Science in Engineering|Master of Science in Medicine and Technology|Medicin og tek.|kandidat";"und";"57c80a3fabd78127210000c8";"";"57c80a3fabd78127210000c8";"DTU Department of Electrical Engineering";"sorbit";"sorbit";"Fully automatic narcolepsy classification using deep learning|Fuldautomatisk narkolepsi klassifikation vha. deep learning"
"";"dtu|dtupub|third_party";"";"2022-01-03T13:05:11.507Z";"Damia, Javier Collado";"";"2409669636";"";"dtu";"2017";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub_external";"";"";"";"";"";"";"";"";"";"";"";"";"";"Elektrotek.|Master of Science in Electrical Engineering|Master of Science in Engineering|kandidat";"Elektrotek.|Master of Science in Electrical Engineering|Master of Science in Engineering|kandidat";"Elektrotek.|Master of Science in Electrical Engineering|Master of Science in Engineering|kandidat";"und";"598aeb775010df755c717f08";"";"598aeb775010df755c717f08";"DTU Department of Electrical Engineering";"sorbit";"sorbit";"Design and development of production optimized motor for submersible thrusters|Design og udvikling af produktionen optimeret motor til undervandsfartøjer thrusters"
"";"dtu|dtupub|third_party";"";"2022-01-03T13:13:36.878Z";"Colin, Edouard Louis Franz";"";"2409669630";"";"dtu";"2017";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub_external";"";"";"";"";"";"";"";"";"";"";"";"";"";"Master of Science in Engineering|Master of Science in Industrial Engineering and Management|Planl. innovation og led.|kandidat";"Master of Science in Engineering|Master of Science in Industrial Engineering and Management|Planl. innovation og led.|kandidat";"Master of Science in Engineering|Master of Science in Industrial Engineering and Management|Planl. innovation og led.|kandidat";"und";"598aeb725010df755c717efa";"";"598aeb725010df755c717efa";"DTU Department of Technology, Management and Economics";"sorbit";"sorbit";"Optimizing the scheduling of rolling stock maintenance at SNCF|Vedligeholdelse Planlægning hos SNCF"
"";"dtu|dtupub|third_party";"";"2022-01-03T13:07:53.620Z";"Carrone, Andrea Vanesa Papu";"";"2372696321";"";"dtu";"2017";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"";"";"";"";"";"Master of Science in Engineering|Master of Science in Transportation and Logistics|Transp. og logistik|kandidat";"Master of Science in Engineering|Master of Science in Transportation and Logistics|Transp. og logistik|kandidat";"Master of Science in Engineering|Master of Science in Transportation and Logistics|Transp. og logistik|kandidat";"und";"5981b0e25010df6dc860fa55";"";"5981b0e25010df6dc860fa55";"DTU Department of Technology, Management and Economics";"sorbit";"sorbit";"Simulation based investigation of vehicle-to-vehicle dynamics and congestion|Undersøgelse af køretøjsdynamik og trængsel med simulation"
"";"dtu|dtupub|third_party";"";"2022-01-03T13:15:56.010Z";"Skov, Christian";"";"2305633468";"";"dtu";"2016";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"";"";"";"";"";"Master of Science in Engineering|Master of Science in Transportation and Logistics|Transp. og logistik|kandidat";"Master of Science in Engineering|Master of Science in Transportation and Logistics|Transp. og logistik|kandidat";"Master of Science in Engineering|Master of Science in Transportation and Logistics|Transp. og logistik|kandidat";"und";"575ea76ee6f951534a00f000";"";"575ea76ee6f951534a00f000";"DTU Department of Transport";"sorbit";"sorbit";"Safety of cyclists and behavior|Cyklistsikkerhed og adfærd"
